label	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	cancer	healthy	healthy	cancer	healthy	healthy	healthy	healthy	cancer	cancer	cancer	healthy	healthy	cancer	healthy	cancer	cancer	cancer	healthy	cancer	cancer	cancer	healthy	cancer	cancer	cancer	cancer	healthy	cancer	cancer	healthy	cancer	cancer	cancer	cancer	healthy	healthy	healthy	cancer	cancer	cancer	cancer	healthy	healthy	healthy	healthy	cancer	cancer	healthy	healthy	healthy	cancer	healthy	cancer	healthy	cancer	cancer	healthy	healthy	cancer	healthy	healthy	healthy	healthy	healthy	healthy	cancer	cancer	healthy	cancer	cancer	cancer	cancer	cancer	cancer	cancer	cancer	healthy	healthy	cancer	cancer	cancer	healthy	cancer	cancer	cancer	healthy	cancer	cancer	healthy	cancer	healthy	cancer	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy	healthy
Victivallis.vadensis..h.1000.	0	0	4.58155369641756e-06	2.4821468378115e-06	0	0.000232118224040143	0	0	0	5.27338826928417e-05	1.48740507381744e-05	0	4.33292016746516e-06	0	0	0	0	0	0	0	0.000171228992307548	0	0.000261678566101324	0	0	0	0	0	9.68334980361737e-06	0	0	0	0	0	6.07094190333085e-05	0	0	0	0	0	0	0	7.79416197217458e-06	7.70550301061989e-06	1.74359809465054e-05	1.22356096994876e-05	0	0	1.97146007847383e-05	0.000382823360428476	0	0	4.14336682912546e-06	0	2.62643237541441e-05	0	5.00468553631605e-05	0	0.000120681985205886	0	1.60269463113799e-05	0.00139352651315478	0.000132966283741945	0	0	0	0	0	0	3.33185152250965e-05	0.000161096235402187	8.71254257462938e-06	0.000156865919066184	0	0	0.00011398428105056	0	0	0	0	1.28899157257839e-05	0.000398347857520597	3.35634677726826e-05	0	0	0	0	0.000233571349115127	0	0	5.52560155454776e-05	3.15633234931781e-05	0	0	5.51153503884938e-05	0	0	0	0	0	0	0	0.000252210112153197	0	0.000380013209375884	0	0	0	0	0	0.000166599588099663	0	0	0	0	0.000335251061160245	0	2.7670915167292e-05	1.9517881419552e-05	4.11054081279759e-05	1.18272541710955e-05	0	0.00218612065416175	2.65911575217277e-06	0	0.000242121050385247	0	6.95860451502966e-05	0	0	0	2.74160714926377e-06	0.000180914162528061	0.000659359758848994	0	0	0	2.89441060099211e-06	0	0	0
Gemmatimonas.aurantiaca..h.1001.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrobacter.succinogenes..h.1002.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82402383551773e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed.Verrucomicrobiae.bacterium.DG1235..u.1003.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19204969542985e-06	0	4.66455571428797e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28584952475401e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opitutus.terrae..h.1004.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coraliomargarita.akajimensis..h.1005.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobium.spinosum..h.1006.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chthoniobacter.flavus..h.1007.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01756926674475e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97755083359341e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia.muciniphila..h.1008.	0.00793022255757998	4.62945075101105e-06	0	0.000772663681319888	0.00298949636439336	1.07675638240055e-05	0	0.0016060557413655	5.67400809115739e-05	0.00627910328571981	3.66485270045313e-06	0.00274472291529927	5.81012870376627e-05	1.07759648960714e-05	0.00225479929912256	0.00276923350952524	0.00925163040544656	0.00606433152046539	0.000654937222030604	0.04028320338974	0.00827678710003965	0	3.37443463680073e-05	0.00032517954860821	0	0	0.000618790219992564	0	0.000716891464246208	0.000734100987577558	0.030939904586482	0.000230992978254674	0.000113053549633919	0.000276496740497383	0.0213984238357891	0.00456920555200547	0.0111455230560291	0.000562058427704683	0.000440378876961015	6.90585991837715e-06	0.00588094945164759	0.000255667337977445	2.07429665856524e-05	0	0.000609044150518904	0.0381587949802586	5.8226007402382e-05	2.85031700323017e-05	0.00289755645740553	0	0.00034937270499606	0	5.94996901047074e-05	0	0	2.21681177446366e-05	0.000582297568421905	0.00104796540304336	0.00228184072300924	0.000781523936711705	0.040539260119027	1.88595401148251e-05	0.0305501866033887	0.00235929590711136	0.000296289326695999	1.05461915132311e-05	0.00649782591956263	0	1.3946779063891e-05	0.00138442564058998	0.000204327263814704	0.13219878848567	0.00727767538048928	0.00672617304605025	0.00377803995074532	5.29529370581655e-05	2.50376449555449e-05	1.15112938210286e-05	2.86510668226878e-05	0.000458960130102546	0.00354484414004797	0.00950783136388886	3.13414951450891e-05	0.00113357988998766	2.55021517365272e-05	0.126084832569718	3.81126980683881e-05	0.0673020834740213	0	0.00866932937456512	2.80320906708387e-05	0.00386499328535416	0.00192239524706029	0	6.58581097688913e-05	4.04391885154004e-05	0	2.92936087856403e-06	0.00262344856789751	0.0827439032827134	0.000192273653521304	0.0244862590192666	0.00867023457304649	0.000133297856623405	0.00103817128639134	6.25881212611825e-05	1.40175261673893e-05	2.80734290203273e-05	0.000244847444924251	1.24544824604305e-05	0	0.00319552239468451	0	3.52455186182283e-05	0.0125670622395947	0	0	0	6.47705631657545e-05	0.00236394579913234	0.000112595529838934	0.000177183087681626	0.0324373529973096	0.0067435833776756	0.00274722482954357	5.28053887986367e-05	0.00546641415612148	0.00235157261971278	0.00282565854280817	7.49447144762457e-06	6.67527147522932e-06	0.000999152490332595	9.99605421075384e-06	0.0052029802049725	0.000465061108981413	0	0	0.00699806787192201	0	0.00274940545134463	5.88750056130741e-06
Pedosphaera.parvula..h.1009.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrococcus.yayanosii..h.101.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirochaeta.thermophila..h.1010.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerochaeta.globus..h.1011.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerochaeta.pleomorpha..h.1012.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerochaeta.coccoides..h.1013.	0	0	0	0	0	0	0	0	0	0	0	1.0377658761342e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirochaeta.smaragdinae..h.1014.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema.paraluiscuniculi.pallidum..c.1015.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema.primitia..h.1016.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema.azotonutricium..h.1017.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
